,date,open,high,low,close,volume,tic,macd,rsi_30,cci_30,dx_30,daily_return
1364,2015-10-07,6.86,7.1,6.83,7.04,49483876,AKBNK,0.07712130870558642,55.247791250701795,256.4988730278011,22.41095127202482,0.03377386196769461
1365,2015-10-08,6.99,7.11,6.97,7.02,32669764,AKBNK,0.1025524121762631,54.90822407803128,241.66666666666893,22.97304061977887,-0.0028409090909091717
1366,2015-10-09,7.1,7.2,7.05,7.17,33531060,AKBNK,0.13327418940056734,56.9606207316622,245.9379615952753,27.99176449740714,0.021367521367521514
1367,2015-10-12,7.07,7.16,7.05,7.11,31245716,AKBNK,0.15103883891362013,55.90764489824551,200.13101867016235,27.991764497407157,-0.008368200836819994
1368,2015-10-13,7.07,7.11,6.92,6.97,34570728,AKBNK,0.15206768011144067,53.51952575970387,146.16844839644494,15.563784694111657,-0.0196905766526021
1369,2015-10-14,6.98,7.18,6.97,7.17,29254386,AKBNK,0.1670952032138766,56.279440816366375,155.1196688860914,20.033160055123002,0.02869440459110484
1370,2015-10-15,7.26,7.29,7.16,7.16,34811936,AKBNK,0.17616696401249232,56.10712053015486,157.74003919007373,26.562845405578127,-0.001394700139469962
1371,2015-10-16,7.2,7.2,7.05,7.08,29789048,AKBNK,0.17488510180043892,54.72052395072359,119.88866396761314,16.402503196937882,-0.011173184357541888
1372,2015-10-19,7.1,7.23,7.09,7.14,29132100,AKBNK,0.1766741259727569,55.57238673723769,116.27244905221843,18.314294300491618,0.008474576271186418
1373,2015-10-20,7.16,7.26,7.13,7.21,24393428,AKBNK,0.18164644831890087,56.55875827255616,114.19334418520653,20.263545366300022,0.009803921568627416
1374,2015-10-21,7.2,7.22,7.07,7.17,32224032,AKBNK,0.18028121427876975,55.826085699773394,96.26771339232391,14.425873970281259,-0.00554785020804438
1375,2015-10-22,7.16,7.24,7.14,7.19,25653852,AKBNK,0.17875254129258522,56.120100339194664,95.84846231243858,15.880807585017829,0.002789400278940146
1376,2015-10-23,7.27,7.29,7.14,7.14,35967196,AKBNK,0.17152919304081582,55.17043036290307,89.30516227401577,19.5367712086232,-0.006954102920723293
1377,2015-10-26,7.17,7.2,6.98,6.98,21581500,AKBNK,0.15115159320776606,52.243835808036046,58.140832496374415,4.06546211812155,-0.022408963585434094
1378,2015-10-27,6.93,7.03,6.92,6.98,18141416,AKBNK,0.13346371193448991,52.243835808036046,38.98352676900177,1.067403706911193,0.0
1379,2015-10-28,7.0,7.12,6.97,7.07,11476040,AKBNK,0.12526421849321245,53.721594808519576,51.20031875684988,6.339942917580041,0.012893982808023008
1380,2015-10-30,7.05,7.17,6.98,7.16,26463476,AKBNK,0.12459208866322946,55.15705630290536,58.73086717950261,10.246499723103916,0.012729844413012614
1381,2015-11-02,7.8,7.8,7.64,7.7,70979464,AKBNK,0.16572256143275066,62.39665019478492,188.68506243255922,42.53164440991297,0.07541899441340782
1382,2015-11-03,7.71,7.75,7.58,7.59,29007436,AKBNK,0.18728378583698646,60.34371922157346,161.95385871784595,37.49643902482912,-0.014285714285714346
1383,2015-11-04,7.62,7.71,7.62,7.67,16359159,AKBNK,0.20842396124387275,61.30163267650869,161.36304742161337,37.496439024829115,0.010540184453228019
1384,2015-11-05,7.64,7.66,7.53,7.56,15014143,AKBNK,0.21383664612113318,59.26533624439491,135.5576539712532,29.6461751709271,-0.014341590612777066
1385,2015-11-06,7.57,7.58,7.42,7.5,11944361,AKBNK,0.21085414400364666,58.174934139457534,111.12007313007635,20.646604753764183,-0.007936507936507908
1386,2015-11-09,7.5,7.51,7.38,7.38,30881742,AKBNK,0.19654188001981865,56.0416434228676,88.60759493671058,17.476709963675138,-0.016000000000000014
1387,2015-11-10,7.41,7.45,7.29,7.31,26340574,AKBNK,0.17750472869323186,54.828367691881624,67.10034935550175,10.494141394626048,-0.009485094850948506
1388,2015-11-11,7.34,7.48,7.34,7.37,33240796,AKBNK,0.1653530605177771,55.679178343467576,75.24815882164839,12.350472552235235,0.008207934336525335
1389,2015-11-12,7.42,7.45,7.36,7.42,22205320,AKBNK,0.15793676140005353,56.38732285131619,73.73597871122278,12.350472552235239,0.006784260515603879
1390,2015-11-13,7.41,7.45,7.37,7.39,22121940,AKBNK,0.14793325911237787,55.83361037786191,66.10109579356904,12.350472552235232,-0.0040431266846361336
1391,2015-11-16,7.36,7.37,7.29,7.31,17494960,AKBNK,0.1320281418315803,54.3610184849132,33.789128715111474,5.240825256617859,-0.010825439783491264
1392,2015-11-17,7.34,7.41,7.31,7.31,19274896,AKBNK,0.11806227339982556,54.3610184849132,35.13534781240381,8.340970958529441,0.0
1393,2015-11-18,7.29,7.36,7.22,7.24,18553488,AKBNK,0.1001908690911879,53.05083098593266,5.155287312966275,0.43775167536132437,-0.009575923392612817
1394,2015-11-19,7.28,7.3,7.17,7.18,28565640,AKBNK,0.08026095552640111,51.940810345146176,-19.80413492926847,3.7326834106091638,-0.008287292817679592
1395,2015-11-20,7.18,7.24,7.13,7.15,28979660,AKBNK,0.06133853372462905,51.38469369674684,-39.54701502518804,7.033816755734623,-0.00417827298050133
1396,2015-11-23,7.15,7.16,7.05,7.05,17500034,AKBNK,0.037837051871677296,49.55512892948403,-72.93369262711207,13.383860486431734,-0.013986013986014068
1397,2015-11-24,7.08,7.11,6.75,6.77,44106000,AKBNK,-0.003343163846409425,44.92219339124269,-147.53123140987265,32.00222001703181,-0.039716312056737646
1398,2015-11-25,6.83,6.85,6.73,6.78,36173924,AKBNK,-0.03477104608882531,45.11178189742516,-173.11007141097997,33.02812580225009,0.001477104874446189
1399,2015-11-26,6.76,6.81,6.57,6.57,27098024,AKBNK,-0.07574991626634464,41.973088818562154,-203.12081691972108,40.68155682167788,-0.030973451327433676
1400,2015-11-27,6.55,6.78,6.54,6.6,39857352,AKBNK,-0.10459945938244708,42.56365810455421,-184.58933107535802,42.00981704240054,0.004566210045662045
1401,2015-11-30,6.62,6.71,6.61,6.62,30607440,AKBNK,-0.1244149195516755,42.96399214633811,-166.3911663581041,42.009817042400556,0.003030303030303161
1402,2015-12-01,6.64,6.82,6.64,6.82,38715424,AKBNK,-0.12256760293723268,46.79992709386652,-121.8520256530561,29.829319587113517,0.030211480362537735
1403,2015-12-02,6.88,6.92,6.76,6.79,46058088,AKBNK,-0.12211665569871322,46.31656457804116,-95.43050686315107,19.840349020565633,-0.004398826979472137
1404,2015-12-03,6.82,6.86,6.67,6.69,33302728,AKBNK,-0.12834891463493125,44.72374014321374,-107.4949585480604,25.364903450298954,-0.014727540500736325
1405,2015-12-04,6.74,6.76,6.48,6.59,30831356,AKBNK,-0.13974628087117047,43.187316278527334,-126.29323858292247,35.410548385061524,-0.014947683109118204
1406,2015-12-07,6.59,6.68,6.5,6.61,21578252,AKBNK,-0.14548784950786864,43.588271238633794,-117.7514792899393,35.41054838506152,0.003034901365705611
1407,2015-12-08,6.58,6.63,6.49,6.51,17345182,AKBNK,-0.15630545628012182,42.05315205107517,-119.07595379768824,35.92919162225251,-0.015128593040847238
1408,2015-12-09,6.53,6.73,6.51,6.7,20535740,AKBNK,-0.14784283530362163,45.804703523554714,-91.80638182801381,25.1838751867223,0.029185867895545448
1409,2015-12-10,6.67,6.76,6.45,6.5,25361162,AKBNK,-0.1554821740222776,42.78819400524533,-98.85077150255594,28.794124960121575,-0.02985074626865669
1410,2015-12-11,6.51,6.52,6.18,6.19,35582456,AKBNK,-0.18442487901242366,38.701455268093014,-135.6063310722349,42.20879511614169,-0.04769230769230759
1411,2015-12-14,6.27,6.38,6.13,6.17,19703044,AKBNK,-0.20659452105299447,38.45631640973658,-137.14229905264062,44.286549297213185,-0.003231017770597866
1412,2015-12-15,6.24,6.5,6.22,6.42,30357446,AKBNK,-0.20166652526081474,43.11552235643983,-103.62684098605834,32.1018130805313,0.04051863857374394
1413,2015-12-16,6.4,6.57,6.39,6.55,27549718,AKBNK,-0.18513699550613527,45.341460267611254,-77.61998041135993,25.493479818758946,0.02024922118380057
1414,2015-12-17,6.64,6.69,6.51,6.6,32557450,AKBNK,-0.1660880819318855,46.179409370036865,-56.59203980099382,14.955445488712755,0.007633587786259444
1415,2015-12-18,6.56,6.6,6.43,6.47,21756316,AKBNK,-0.1596413481408705,44.35065143591418,-72.58751288601863,19.7573774064878,-0.019696969696969657
1416,2015-12-21,6.51,6.66,6.5,6.58,19219236,AKBNK,-0.14399628493547834,46.21506015882221,-53.52671611470502,14.57094248504999,0.01700154559505407
1417,2015-12-22,6.58,6.61,6.44,6.57,18740276,AKBNK,-0.13089549427671976,46.06990618131468,-59.179973675712866,18.350857038136375,-0.001519756838905706
1418,2015-12-23,6.69,6.77,6.65,6.74,22199296,AKBNK,-0.10557840194547818,48.89283167107852,-15.131045663332303,5.095459718766195,0.025875190258751957
1419,2015-12-24,6.75,6.83,6.69,6.81,13967716,AKBNK,-0.07895585494013968,50.007499519139216,4.191616766469397,0.5797416259752175,0.010385756676557722
1420,2015-12-25,6.82,6.83,6.77,6.83,3691962,AKBNK,-0.055602510648891545,50.32770817405109,20.47306698469714,0.5797416259752163,0.002936857562408246
1421,2015-12-28,6.84,6.87,6.8,6.8,12433328,AKBNK,-0.03906524648168741,49.83242367850611,32.145960034754935,2.6081362617199293,-0.004392386530014725
1422,2015-12-29,6.81,6.84,6.76,6.77,11859643,AKBNK,-0.028056674880809318,49.330215422605555,30.24953863436059,0.754393580288094,-0.004411764705882337
1423,2015-12-30,6.79,6.81,6.6,6.62,19117964,AKBNK,-0.03107780339999877,46.886166878232565,-3.92794257076719,12.95180826663325,-0.02215657311669117
1424,2015-12-31,6.63,6.64,6.39,6.4,29750784,AKBNK,-0.0506404789817001,43.6080940358716,-82.52788104088852,25.754207210379494,-0.033232628398791486
1425,2016-01-04,6.26,6.3,6.19,6.29,21425992,AKBNK,-0.0741651908593095,42.08612413458394,-172.35864630622723,35.423224853436544,-0.017187500000000022
1426,2016-01-05,6.33,6.38,6.17,6.25,38584472,AKBNK,-0.09494192875932495,41.54073845057692,-159.48502364686897,28.280018365360927,-0.006359300476947549
1427,2016-01-06,6.21,6.35,6.17,6.35,33866212,AKBNK,-0.10216083248430152,43.436418197530955,-136.07643704730626,28.28001836536093,0.016000000000000014
1428,2016-01-07,6.29,6.4,6.19,6.39,32769948,AKBNK,-0.1034615595339643,44.185351405932934,-109.25758941989272,23.623012503294465,0.006299212598425141
1429,2016-01-08,6.45,6.6,6.34,6.41,48107492,AKBNK,-0.10170615697134622,44.56500147811499,-49.9185305880561,7.011740616925826,0.003129890453834161
1430,2016-01-11,6.41,6.55,6.35,6.47,26963024,AKBNK,-0.09438547226306859,45.7110196094214,-43.84848781442274,7.011740616925834,0.009360374414976613
1431,2016-01-12,6.47,6.61,6.4,6.54,34755516,AKBNK,-0.08199022957409952,47.03257792346941,-15.689185845083427,2.2995180121436603,0.010819165378670892
1432,2016-01-13,6.6,6.75,6.58,6.68,40377536,AKBNK,-0.060176404338307954,49.572360491550896,55.050505050509265,7.824446317682386,0.021406727828746197
1433,2016-01-14,6.65,6.75,6.62,6.71,44809756,AKBNK,-0.04000686713831936,50.10273291767188,69.68514181629456,7.8244463176823835,0.004491017964071808
1434,2016-01-15,6.71,6.78,6.53,6.61,42345580,AKBNK,-0.03172581244159467,48.34924025158767,47.32751277683672,0.5171134205739183,-0.014903129657227954
1435,2016-01-18,6.64,6.65,6.56,6.61,26798678,AKBNK,-0.02487625890494094,48.34924025158767,31.433137986153017,0.5171134205739185,0.0
1436,2016-01-19,6.67,6.68,6.55,6.57,30317200,AKBNK,-0.022417192642263828,47.63559782208213,28.162265758097305,3.0204989561198112,-0.00605143721633894
1437,2016-01-20,6.52,6.55,6.35,6.36,35117880,AKBNK,-0.036987243944813564,44.10038208816879,-54.48154657293034,12.644857264570517,-0.031963470319634646
1438,2016-01-21,6.37,6.4,6.23,6.26,47281252,AKBNK,-0.05595822722806698,42.54500104246884,-103.28567845497362,20.407404232756694,-0.01572327044025168
1439,2016-01-22,6.39,6.51,6.36,6.48,34615036,AKBNK,-0.05263397507417089,46.81410617363095,-32.08903084139617,10.762791560261181,0.03514376996805124
1440,2016-01-25,6.52,6.59,6.44,6.5,25216036,AKBNK,-0.04783424503822076,47.18317882075229,-8.724271236020014,4.269711372401455,0.0030864197530864335
1441,2016-01-26,6.47,6.75,6.43,6.74,33133808,AKBNK,-0.024383354040957705,51.372128654822795,48.01704359227073,7.342885183407957,0.03692307692307706
1442,2016-01-27,6.73,6.82,6.63,6.69,32756660,AKBNK,-0.009720879851752073,50.50878863615489,78.44099209594431,11.930013106968627,-0.007418397626112738
1443,2016-01-28,6.74,6.79,6.66,6.67,49182368,AKBNK,0.00028215126345720876,50.15997387062461,70.30083208876124,11.93001310696863,-0.002989536621823663
1444,2016-01-29,6.77,6.87,6.76,6.87,37210860,AKBNK,0.024070484458979635,53.48320786731666,121.04622871046666,17.278140064250312,0.029985007496251992
1445,2016-02-01,6.85,6.87,6.77,6.87,27463832,AKBNK,0.04243375993172194,53.48320786731666,113.41720103774432,17.278140064250312,0.0
1446,2016-02-02,6.9,6.92,6.72,6.72,29437268,AKBNK,0.04437155399234083,50.76635321540849,85.00117730162891,17.278140064250312,-0.02183406113537123
1447,2016-02-03,6.67,6.95,6.66,6.92,36564824,AKBNK,0.061338525931660115,53.99010914123328,101.4968966776239,11.097540966805107,0.029761904761904878
1448,2016-02-04,7.03,7.17,7.01,7.12,47332244,AKBNK,0.08988713897891376,56.90895040515736,189.05047048759948,26.3174854777635,0.028901734104046284
1449,2016-02-05,7.09,7.14,7.0,7.02,31114454,AKBNK,0.10325272311589195,55.10089720148678,159.6039442588253,25.2753934203643,-0.014044943820224809
1450,2016-02-08,7.06,7.12,6.8,6.81,34269584,AKBNK,0.09579552865778851,51.54338714706518,104.03813796971764,6.492763457118346,-0.02991452991452992
1451,2016-02-09,6.73,6.9,6.67,6.88,37086960,AKBNK,0.09444535603496984,52.59869641732872,70.54624207909248,3.5545389369443505,0.010279001468428861
1452,2016-02-10,6.92,6.95,6.75,6.84,25440716,AKBNK,0.08912034493691934,51.930150122886424,79.93008104243155,0.3123447198650591,-0.005813953488372103
1453,2016-02-11,6.8,6.84,6.66,6.82,40045520,AKBNK,0.08233726963289811,51.5909753796205,51.724137931037994,6.4119763741168665,-0.0029239766081871066
1454,2016-02-12,6.9,6.92,6.81,6.84,25628308,AKBNK,0.0776800195270928,51.91585991361742,76.18714269047112,0.039934326451739735,0.0029325513196480912
1455,2016-02-15,6.86,6.91,6.7,6.81,26559278,AKBNK,0.07075277207067021,51.38078089543054,54.719283970710926,8.12616904920587,-0.004385964912280715
1456,2016-02-16,6.87,6.89,6.7,6.73,31761448,AKBNK,0.058137375663836366,49.9603015928734,38.694860906494455,8.126169049205872,-0.011747430249632762
1457,2016-02-17,6.73,6.91,6.67,6.9,29679696,AKBNK,0.06115223744578735,52.827173568240795,55.816523901634056,10.385369117925837,0.02526002971768193
1458,2016-02-18,6.9,6.94,6.82,6.92,25529760,AKBNK,0.06441285864309165,53.153815676311105,79.46955764205202,7.558083919746451,0.0028985507246375164
1459,2016-02-19,6.89,6.9,6.8,6.83,14222239,AKBNK,0.05905393953963323,51.49395257529336,53.85078219013612,9.215165344645376,-0.013005780346820761
1460,2016-02-22,6.9,7.05,6.88,7.05,18062786,AKBNK,0.0717322343783513,55.04396030578796,115.27685803066953,4.508347100861632,0.03221083455344065
1461,2016-02-23,7.02,7.2,7.01,7.18,28781756,AKBNK,0.0912182803701862,56.96908099498276,167.01998788613335,15.816071554873028,0.018439716312056653
1462,2016-02-24,7.22,7.22,6.99,7.0,21325012,AKBNK,0.09108662659888722,53.67671395134762,130.21678218552236,15.816071554873021,-0.02506963788300831
1463,2016-02-25,7.02,7.15,7.01,7.08,17168100,AKBNK,0.09632722120429182,54.87571645612837,124.83936985388982,15.816071554873018,0.011428571428571344
1464,2016-02-26,7.16,7.24,7.08,7.12,19320460,AKBNK,0.1025262372489344,55.47185688660133,142.850497720721,22.53866890734219,0.005649717514124353
1465,2016-02-29,7.11,7.12,7.01,7.06,29081596,AKBNK,0.10142830124688551,54.357530306523664,102.16110019646631,14.909403744186106,-0.008426966292134908
1466,2016-03-01,7.08,7.12,7.02,7.07,20228116,AKBNK,0.1002099376983061,54.51506614179784,99.20747240305982,14.9094037441861,0.0014164305949009304
1467,2016-03-02,7.12,7.21,7.1,7.2,26615600,AKBNK,0.10848375614089267,56.53268730489165,131.6837315130857,22.040412126778147,0.018387553041018467
1468,2016-03-03,7.22,7.26,7.11,7.17,23967512,AKBNK,0.11133664801310772,55.94031044059548,126.85803401725512,25.736448897175396,-0.004166666666666652
1469,2016-03-04,7.17,7.19,7.07,7.19,27261982,AKBNK,0.11389846759375377,56.25642516665174,105.43305522447686,20.837291268640378,0.002789400278940146
1470,2016-03-07,7.17,7.25,7.12,7.18,26167752,AKBNK,0.1138098821644169,56.04842677207435,111.42326794762742,25.492257978463034,-0.0013908205841447474
1471,2016-03-08,7.17,7.35,7.13,7.32,42742600,AKBNK,0.12361159007972944,58.28230477218706,137.2829518547774,32.557720831529295,0.019498607242339983
1472,2016-03-09,7.3,7.52,7.27,7.52,26457748,AKBNK,0.1458367277332684,61.1968901144068,192.0300046882348,42.4714151469428,0.027322404371584508
1473,2016-03-10,7.54,7.67,7.45,7.6,34152480,AKBNK,0.16796939423979307,62.28714765318921,223.66445916115,49.47634909087479,0.010638297872340496
1474,2016-03-11,7.67,7.69,7.55,7.6,22277344,AKBNK,0.1833956213404626,62.28714765318921,213.38155515370917,50.338225550498905,0.0
1475,2016-03-14,7.63,7.71,7.59,7.69,23688430,AKBNK,0.20057120529294714,63.52111359456232,208.5846867749444,51.227606973914895,0.011842105263158098
1476,2016-03-15,7.66,7.68,7.41,7.44,34558908,AKBNK,0.19179912770252372,58.06194934891658,141.67381814111664,29.001352170478828,-0.032509752925877766
1477,2016-03-16,7.46,7.49,7.31,7.39,22481000,AKBNK,0.17875206830600998,57.04757444991224,95.59550397246906,18.645679211037915,-0.006720430107526987
1478,2016-03-17,7.58,7.74,7.54,7.74,33216826,AKBNK,0.1944131805360243,61.87127620018304,164.26714657068746,33.01579250685347,0.047361299052774086
1479,2016-03-18,7.74,7.85,7.68,7.85,25996484,AKBNK,0.21324267666454233,63.21440731232269,175.87527352297752,38.1539554206702,0.014211886304909438
1480,2016-03-21,7.82,7.82,7.72,7.79,21925588,AKBNK,0.22077869013657558,61.98239147519266,152.56497559868478,38.15395542067021,-0.007643312101910826
1481,2016-03-22,7.71,7.71,7.45,7.52,41411204,AKBNK,0.2026285161886081,56.82668359902602,88.57190247138963,13.69326755116316,-0.034659820282413434
1482,2016-03-23,7.53,7.6,7.49,7.52,29097004,AKBNK,0.18609913755485863,56.82668359902602,75.97317631665163,13.693267551163151,0.0
1483,2016-03-24,7.5,7.73,7.5,7.71,22924500,AKBNK,0.18618467694374718,59.371669057913635,94.85899338820818,21.35430004556822,0.025265957446808596
1484,2016-03-25,7.71,7.74,7.67,7.67,4766145,AKBNK,0.18093904909237768,58.619113122679515,97.89540816326641,21.924174980303505,-0.005188067444876765
1485,2016-03-28,7.68,7.68,7.56,7.6,10100470,AKBNK,0.16918319765221845,57.30416972968942,73.15631047086777,12.351367651989131,-0.009126466753585416
1486,2016-03-29,7.64,7.7,7.57,7.58,28992664,AKBNK,0.15644931749081525,56.926737207791696,69.09995852343562,13.668769982823015,-0.002631578947368318
1487,2016-03-30,7.72,7.81,7.66,7.79,27215828,AKBNK,0.16144186930178428,59.80257189337977,97.3593635389055,20.678341263534385,0.02770448548812654
1488,2016-03-31,7.79,7.87,7.76,7.81,22542004,AKBNK,0.1651090609565129,60.065260333779605,106.8142610695813,24.26383603344295,0.0025673940949935137
1489,2016-04-01,7.77,7.81,7.64,7.67,18678288,AKBNK,0.15493254090302155,57.35127754976984,75.33502354219624,13.313380322904703,-0.017925736235595346
1490,2016-04-04,7.75,7.86,7.71,7.86,18492044,AKBNK,0.16035056603600584,59.895337893977,98.40071766634829,16.587329378399772,0.024771838331160367
1491,2016-04-05,7.82,7.83,7.69,7.78,19935364,AKBNK,0.15638633426229376,58.37851774587993,82.07070707070837,14.734491033834296,-0.010178117048346036
1492,2016-04-06,7.81,7.81,7.64,7.64,21395150,AKBNK,0.14033018305197942,55.819415378047104,59.245960502694196,10.060154275473124,-0.01799485861182526
1493,2016-04-07,7.7,7.74,7.61,7.65,16460491,AKBNK,0.1269490938353277,55.96206046128647,47.470153496306374,7.2575057087244,0.0013089005235602524
1494,2016-04-08,7.67,7.76,7.62,7.76,23194586,AKBNK,0.12379354993242053,57.52268470927748,59.84002414730064,8.9105296365188,0.01437908496732021
1495,2016-04-11,7.77,7.95,7.74,7.91,27491820,AKBNK,0.13187631696082747,59.545073310417266,110.39092566336024,22.87114477554265,0.019329896907216648
1496,2016-04-12,7.92,8.0,7.82,7.91,20758432,AKBNK,0.13670610518011195,59.545073310417266,124.87460199764652,26.059022568965013,0.0
1497,2016-04-13,7.97,8.23,7.94,8.21,33149276,AKBNK,0.16286384688832456,63.286285841477316,203.39744742045838,38.54836920112879,0.03792667509481684
1498,2016-04-14,8.25,8.26,8.16,8.24,17798424,AKBNK,0.1838949682051494,63.63418830516496,228.6050298534489,39.96232397850562,0.0036540803897684437
1499,2016-04-15,8.26,8.27,8.13,8.27,19187368,AKBNK,0.20066983569604968,63.98721628821249,215.29975585496217,36.6024401597168,0.003640776699028958
1500,2016-04-18,8.21,8.49,8.19,8.49,23344840,AKBNK,0.22907555996161477,66.45744237275348,248.63042562157835,46.64322788646416,0.026602176541717037
1501,2016-04-19,8.51,8.57,8.42,8.47,24399400,AKBNK,0.24712476774846337,66.03148937851137,246.1751364649819,49.737579388131806,-0.002355712603062332
1502,2016-04-20,8.43,8.55,8.28,8.29,33381432,AKBNK,0.2440906739319093,62.31303285693732,179.61985216473224,35.08272051932973,-0.02125147579693054
1503,2016-04-21,8.34,8.43,8.24,8.32,19214500,AKBNK,0.24132503719322074,62.67542476788231,144.7844048541192,31.16209967853897,0.00361881785283491
1504,2016-04-22,8.34,8.36,8.22,8.27,21475332,AKBNK,0.23241948091996534,61.65327284854445,116.97941888619954,29.158496433142677,-0.006009615384615419
1505,2016-04-25,8.27,8.27,8.1,8.14,15848549,AKBNK,0.21242316781790027,59.062515680383484,78.62773722627844,17.633293791666734,-0.015719467956469058
1506,2016-04-26,8.17,8.36,8.1,8.35,25057492,AKBNK,0.2110879006545403,61.74858535039647,95.2313570114629,23.13242082924532,0.025798525798525596
1507,2016-04-27,8.33,8.48,8.32,8.34,19463336,AKBNK,0.20683847024843693,61.54964374070673,111.78414096916427,29.811413717801905,-0.0011976047904190823
1508,2016-04-28,8.34,8.4,8.23,8.4,22316892,AKBNK,0.2059383356539275,62.30347550566365,93.76162389074993,21.3574718510856,0.007194244604316502
1509,2016-04-29,8.43,8.43,8.31,8.38,19430900,AKBNK,0.2012907847818326,61.88510390920621,92.53350350989285,23.141014369553886,-0.0023809523809523725
1510,2016-05-02,8.37,8.37,8.17,8.18,14939213,AKBNK,0.1794012131893723,57.865416697133355,57.648660916932506,10.625421790222191,-0.023866348448687513
1511,2016-05-03,8.21,8.24,7.81,7.85,34848132,AKBNK,0.13388201934126975,52.09018710465887,-7.8005586886619,13.531638400674344,-0.04034229828850855
1512,2016-05-04,7.84,7.96,7.57,7.58,50043748,AKBNK,0.07515465072134475,48.03267327729756,-72.92058207592666,25.175694131135263,-0.03439490445859872
1513,2016-05-05,7.4,7.65,7.32,7.44,44769112,AKBNK,0.017118625156203215,46.106251264611544,-125.38169948404656,34.932421171897765,-0.01846965699208436
1514,2016-05-06,7.45,7.51,7.24,7.43,36334592,AKBNK,-0.0293440002883516,45.97001756055156,-136.6439054219314,37.71077810543093,-0.0013440860215054862
1515,2016-05-09,7.53,7.63,7.49,7.55,18364054,AKBNK,-0.05583928802652505,47.881715904146596,-98.16137365141957,28.886374678715264,0.016150740242261152
1516,2016-05-10,7.54,7.64,7.46,7.46,20183556,AKBNK,-0.08314084636239727,46.602401313301236,-104.70771081921099,30.083665839885278,-0.01192052980132452
1517,2016-05-11,7.48,7.56,7.33,7.53,32358324,AKBNK,-0.09799943655304055,47.72615436989467,-109.8909126327058,35.14187885021664,0.009383378016085908
1518,2016-05-12,7.52,7.66,7.49,7.5,27289258,AKBNK,-0.11091714184140056,47.28497137857008,-88.76244665718276,27.553793819491606,-0.003984063745019917
1519,2016-05-13,7.45,7.6,7.43,7.49,20687574,AKBNK,-0.12057155889819082,47.134724556454195,-94.56824512534739,30.07209517242537,-0.0013333333333332975
1520,2016-05-16,7.54,7.56,7.29,7.31,20868632,AKBNK,-0.14112050036549828,44.50170218322595,-111.74836056463172,35.65130004974444,-0.024032042723631575
1521,2016-05-17,7.36,7.44,7.28,7.42,24214692,AKBNK,-0.14683695877588931,46.39476159719154,-106.38844301765562,36.04093647485871,0.015047879616963078
1522,2016-05-18,7.38,7.51,7.33,7.51,25753902,AKBNK,-0.14246282267262522,47.89895640403541,-89.20246681300199,30.14427004559558,0.0121293800539084
1523,2016-05-20,7.5,7.56,7.31,7.31,30633588,AKBNK,-0.1533667009658206,44.99637050979848,-95.6893916233559,25.975028345556446,-0.026631158455392878
1524,2016-05-23,7.33,7.49,7.31,7.46,18150060,AKBNK,-0.1481960449167179,47.466283614388026,-86.5987149996027,25.97502834555645,0.020519835841313228
1525,2016-05-24,7.42,7.88,7.42,7.84,37744888,AKBNK,-0.11214272698746175,52.997570993568495,-32.855132515048645,2.0054902788123234,0.05093833780160861
1526,2016-05-25,7.85,7.93,7.73,7.73,20354888,AKBNK,-0.0913927744561347,51.377646943475206,-17.388775806919703,4.900296849781443,-0.014030612244897878
1527,2016-05-26,7.7,7.77,7.58,7.69,20319524,AKBNK,-0.07728505923123574,50.79361264370128,-35.280610259203684,4.177305130106385,-0.005174644243208237
1528,2016-05-27,7.7,7.8,7.68,7.75,14369885,AKBNK,-0.06056493979028854,51.64652875175976,-21.912350597608675,2.2849619517516495,0.007802340702210531
1529,2016-05-30,7.75,7.86,7.74,7.79,11180721,AKBNK,-0.043584049176552675,52.21772280406193,-10.140984417510959,1.5387554933300145,0.005161290322580614
1530,2016-05-31,7.85,7.91,7.77,7.77,23271706,AKBNK,-0.031378689873179155,51.900604219393685,-3.0728709394196163,4.711937273003071,-0.0025673940949936247
1531,2016-06-01,7.78,7.79,7.67,7.7,17646800,AKBNK,-0.02704254010702556,50.78394287150953,-18.54493580599033,2.0377270658411795,-0.009009009009008917
1532,2016-06-02,7.73,7.76,7.57,7.59,21494620,AKBNK,-0.032112023451412064,49.06776137047104,-32.47082699137371,8.35267086967547,-0.014285714285714346
1533,2016-06-03,7.62,7.85,7.6,7.79,27611640,AKBNK,-0.019763475946855458,52.11163999936938,-3.9818756007126295,2.0252803533717874,0.026350461133069825
1534,2016-06-06,7.83,7.89,7.79,7.86,15869033,AKBNK,-0.004279417634774241,53.125921742181504,26.115663502919528,0.7288793550452732,0.00898587933247752
1535,2016-06-07,7.9,7.92,7.69,7.69,28074034,AKBNK,-0.005660518186450858,50.44185194492724,9.02203640250333,6.0488922992343825,-0.021628498727735312
1536,2016-06-08,7.71,7.85,7.6,7.84,25170352,AKBNK,0.0052877422723369705,52.626533232355854,13.98481843671071,11.761041092878779,0.01950585175552666
1537,2016-06-09,7.83,7.87,7.7,7.72,18254080,AKBNK,0.004232530469137963,50.7741578830033,22.428636157681552,10.16988897667437,-0.015306122448979553
1538,2016-06-10,7.7,7.77,7.63,7.65,15824072,AKBNK,-0.002226481974611616,49.71812123269926,3.03106845163122,14.712826100575857,-0.009067357512953289
1539,2016-06-13,7.6,7.63,7.48,7.63,21105272,AKBNK,-0.0088570303909421,49.41435144760473,-29.13533834586248,23.567083373376413,-0.002614379084967422
